Date,META_Close,TESLA_Close,META_YTD_Change,TESLA_YTD_Change
2024-06-26,513.1199951171875,196.3699951171875,0.4817637888926382,-0.2095242067281543
2024-06-27,519.5599975585938,197.4199981689453,0.5003609250573995,-0.20529748158727523
2024-06-28,504.2200012207031,197.8800048828125,0.4560628051019672,-0.20344575178589933
2024-07-01,504.67999267578125,209.86000061035156,0.45739114679167103,-0.15522098801550546
2024-07-02,509.5,231.25999450683594,0.47131013724846177,-0.06907657913449951
2024-07-03,509.9599914550781,246.38999938964844,0.47263847893816563,-0.008171639941468458
2024-07-05,539.9099731445312,251.52000427246094,0.5591266274565134,0.0124788910971949
2024-07-08,529.3200073242188,252.94000244140625,0.528545422226797,0.018195009684312837
2024-07-09,530.0,262.3299865722656,0.5305090730945726,0.05599383506097773
2024-07-10,534.6900024414062,263.260009765625,0.5440526415651536,0.059737588382829394
2024-07-11,512.7000122070312,241.02999877929688,0.48055098199728197,-0.029748005169143634
2024-07-12,498.8699951171875,248.22999572753906,0.44061330909717095,-0.000764843582669352
2024-07-15,496.1600036621094,252.63999938964844,0.4327875232292354,0.016987365155011352
2024-07-16,489.7900085449219,256.55999755859375,0.41439255092277577,0.03276708578072121
2024-07-17,461.989990234375,248.5,0.3341129655331772,0.00032204263603721593
2024-07-18,475.8500061035156,249.22999572753906,0.3741372674972423,0.0032605972327674174
2024-07-19,476.7900085449219,239.1999969482422,0.3768517623374372,-0.0371145692321952
2024-07-22,487.3999938964844,251.50999450683594,0.40749077902794084,0.012438597378095068
2024-07-23,488.69000244140625,246.3800048828125,0.4112160050324172,-0.008211872237216004
2024-07-24,461.2699890136719,215.99000549316406,0.332033779871054,-0.13054501616140535
2024-07-25,453.4100036621094,220.25,0.30933608384283356,-0.11339666040005152
2024-07-26,465.70001220703125,219.8000030517578,0.34482659249644254,-0.1152080964823276
2024-07-29,465.7099914550781,232.10000610351562,0.34485541009960935,-0.06569516216778488
2024-07-30,463.19000244140625,222.6199951171875,0.3375783043457915,-0.10385638532293912
2024-07-31,474.8299865722656,232.07000732421875,0.3711917030683521,-0.06581592047837981
2024-08-01,497.739990234375,216.86000061035156,0.4373501341428583,-0.12704290230744808
2024-08-02,488.1400146484375,207.6699981689453,0.4096277761508513,-0.16403671322904836
2024-08-05,475.7300109863281,198.8800048828125,0.3737907512414262,-0.19942031097046256
2024-08-06,494.0899963378906,200.63999938964844,0.4268098534347278,-0.19233555724770066
2024-08-07,488.9200134277344,191.75999450683594,0.4118802199408825,-0.2280814913442519
2024-08-08,509.6300048828125,198.83999633789062,0.4716855592346714,-0.1995813630001573
2024-08-09,517.77001953125,200.0,0.49519191069609847,-0.1949118369126461
2024-08-12,515.9500122070312,197.49000549316406,0.48993617914361665,-0.20501567124698558
2024-08-13,528.5399780273438,207.8300018310547,0.526292890309539,-0.16339262795697393
2024-08-14,526.760009765625,201.3800048828125,0.5211527816786315,-0.18935670893187062
2024-08-15,537.3300170898438,214.13999938964844,0.5516763517020143,-0.13799210623930427
2024-08-16,527.4199829101562,216.1199951171875,0.52305862108562,-0.13002175062327812
2024-08-19,529.280029296875,222.72000122070312,0.5284299755596762,-0.10345381667205451
2024-08-20,526.72998046875,221.10000610351562,0.5210660644874507,-0.10997501113758935
2024-08-21,535.1599731445312,223.27000427246094,0.5454098008580243,-0.10123981193889384
